ID;Dateiname;Typ;Seite;Zeile;Inhalt;Zeichen;Verarbeitet am;Status
1;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_01.jpf;OCR;-;1;51. GROSSAUHEIMER;17;2025-11-27 05:42:07.854199;verarbeitet
1902;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_01.jpf;OCR;-;1;51. GROSSAUHEIMER;17;2025-11-27 05:48:02.046805;verarbeitet
2;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_01.jpf;OCR;-;2;KURZSTRECKEN-REGATTA;20;2025-11-27 05:42:07.854870;verarbeitet
1903;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_01.jpf;OCR;-;2;KURZSTRECKEN-REGATTA;20;2025-11-27 05:48:02.048610;verarbeitet
3;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_01.jpf;OCR;-;3;16. & 17.September 2023;23;2025-11-27 05:42:07.854891;verarbeitet
1904;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_01.jpf;OCR;-;3;16. & 17.September 2023;23;2025-11-27 05:48:02.048634;verarbeitet
4;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_01.jpf;OCR;-;4;AM BOOTSHAUS RC »MÖVE« 1919 e.V. GROSSAUHEIM;44;2025-11-27 05:42:07.854896;verarbeitet
1905;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_01.jpf;OCR;-;4;AM BOOTSHAUS RC »MÖVE« 1919 e.V. GROSSAUHEIM;44;2025-11-27 05:48:02.048639;verarbeitet
5;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_01.jpf;OCR;-;5;Offene Verbandsregatta des DRV;30;2025-11-27 05:42:07.854899;verarbeitet
1906;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_01.jpf;OCR;-;5;Offene Verbandsregatta des DRV;30;2025-11-27 05:48:02.048643;verarbeitet
6;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_01.jpf;OCR;-;6;/ , };5;2025-11-27 05:42:07.854902;verarbeitet
1907;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_01.jpf;OCR;-;6;/ , };5;2025-11-27 05:48:02.048646;verarbeitet
7;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_01.jpf;OCR;-;7;z li I NN;9;2025-11-27 05:42:07.854905;verarbeitet
1908;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_01.jpf;OCR;-;7;z li I NN;9;2025-11-27 05:48:02.048648;verarbeitet
8;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_01.jpf;OCR;-;8;N NT 7 1, A Y;13;2025-11-27 05:42:07.854908;verarbeitet
1909;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_01.jpf;OCR;-;8;N NT 7 1, A Y;13;2025-11-27 05:48:02.048651;verarbeitet
9;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_01.jpf;OCR;-;9;NIS A, Aal: N EN;16;2025-11-27 05:42:07.854911;verarbeitet
1910;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_01.jpf;OCR;-;9;NIS A, Aal: N EN;16;2025-11-27 05:48:02.048654;verarbeitet
10;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_01.jpf;OCR;-;10;Na } LUNG N N Syn RN RN;23;2025-11-27 05:42:07.854914;verarbeitet
1911;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_01.jpf;OCR;-;10;Na } LUNG N N Syn RN RN;23;2025-11-27 05:48:02.048657;verarbeitet
11;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_01.jpf;OCR;-;11;a! VIA AN Ma SIE UWoı N;23;2025-11-27 05:42:07.854917;verarbeitet
1912;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_01.jpf;OCR;-;11;a! VIA AN Ma SIE UWoı N;23;2025-11-27 05:48:02.048660;verarbeitet
12;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_01.jpf;OCR;-;12;: mE, aa RT N l;15;2025-11-27 05:42:07.854920;verarbeitet
1913;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_01.jpf;OCR;-;12;: mE, aa RT N l;15;2025-11-27 05:48:02.048663;verarbeitet
13;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_01.jpf;OCR;-;13;a ar EN ELTA „12;16;2025-11-27 05:42:07.854923;verarbeitet
1914;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_01.jpf;OCR;-;13;a ar EN ELTA „12;16;2025-11-27 05:48:02.048666;verarbeitet
14;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_01.jpf;OCR;-;14;a ZU NN;7;2025-11-27 05:42:07.854926;verarbeitet
1915;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_01.jpf;OCR;-;14;a ZU NN;7;2025-11-27 05:48:02.048669;verarbeitet
15;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_01.jpf;OCR;-;15;— AR yo, WEI ul;15;2025-11-27 05:42:07.854929;verarbeitet
1916;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_01.jpf;OCR;-;15;— AR yo, WEI ul;15;2025-11-27 05:48:02.048672;verarbeitet
16;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_01.jpf;OCR;-;16;=-£ Ze _ du;11;2025-11-27 05:42:07.854932;verarbeitet
1917;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_01.jpf;OCR;-;16;=-£ Ze _ du;11;2025-11-27 05:48:02.048674;verarbeitet
17;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_01.jpf;OCR;-;17;—— m —- — I —,;14;2025-11-27 05:42:07.854935;verarbeitet
1918;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_01.jpf;OCR;-;17;—— m —- — I —,;14;2025-11-27 05:48:02.048727;verarbeitet
18;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_01.jpf;OCR;-;18;;0;2025-11-27 05:42:07.854938;verarbeitet
1919;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_01.jpf;OCR;-;18;;0;2025-11-27 05:48:02.048734;verarbeitet
19;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_02.jpf;OCR;-;1;Regatta-Ausschuss und Regattaleitung;36;2025-11-27 05:42:08.510469;verarbeitet
1920;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_02.jpf;OCR;-;1;Regatta-Ausschuss und Regattaleitung;36;2025-11-27 05:48:02.704766;verarbeitet
20;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_02.jpf;OCR;-;2;Anschrift: Andrea Zöger, Wiesenstr. 34, 63457 Hanau;51;2025-11-27 05:42:08.520330;verarbeitet
1921;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_02.jpf;OCR;-;2;Anschrift: Andrea Zöger, Wiesenstr. 34, 63457 Hanau;51;2025-11-27 05:48:02.705977;verarbeitet
21;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_02.jpf;OCR;-;3;Tel.: privat 06181/51243 - regattameldung@ruderclub-moeve.de;60;2025-11-27 05:42:08.520355;verarbeitet
1922;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_02.jpf;OCR;-;3;Tel.: privat 06181/51243 - regattameldung@ruderclub-moeve.de;60;2025-11-27 05:48:02.705994;verarbeitet
22;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_02.jpf;OCR;-;4;Mitglieder: Jens Botzum, Werner Henning, Ralf Niederreuther, Andrea Zöger;73;2025-11-27 05:42:08.520360;verarbeitet
1923;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_02.jpf;OCR;-;4;Mitglieder: Jens Botzum, Werner Henning, Ralf Niederreuther, Andrea Zöger;73;2025-11-27 05:48:02.705999;verarbeitet
23;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_02.jpf;OCR;-;5;;0;2025-11-27 05:42:08.520365;verarbeitet
1924;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_02.jpf;OCR;-;5;;0;2025-11-27 05:48:02.706002;verarbeitet
24;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;1;” ya &;6;2025-11-27 05:42:09.511738;verarbeitet
1925;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;1;” ya &;6;2025-11-27 05:48:03.721734;verarbeitet
25;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;2;r BRRREEE .;11;2025-11-27 05:42:09.512392;verarbeitet
1926;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;2;r BRRREEE .;11;2025-11-27 05:48:03.731138;verarbeitet
26;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;3;x rel >];8;2025-11-27 05:42:09.512411;verarbeitet
1927;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;3;x rel >];8;2025-11-27 05:48:03.731165;verarbeitet
27;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;4;T a ER $;8;2025-11-27 05:42:09.512415;verarbeitet
1928;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;4;T a ER $;8;2025-11-27 05:48:03.731173;verarbeitet
28;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;5;l N x ö S =;11;2025-11-27 05:42:09.512418;verarbeitet
1929;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;5;l N x ö S =;11;2025-11-27 05:48:03.731179;verarbeitet
29;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;6;5 3 AR BaysE;12;2025-11-27 05:42:09.512421;verarbeitet
1930;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;6;5 3 AR BaysE;12;2025-11-27 05:48:03.731186;verarbeitet
30;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;7;$ iv | \ | gps ESEES;20;2025-11-27 05:42:09.512424;verarbeitet
1931;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;7;$ iv | \ | gps ESEES;20;2025-11-27 05:48:03.731189;verarbeitet
31;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;8;” 5 \ ENRNRUNELAEN;18;2025-11-27 05:42:09.512427;verarbeitet
1932;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;8;” 5 \ ENRNRUNELAEN;18;2025-11-27 05:48:03.731192;verarbeitet
32;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;9;3;1;2025-11-27 05:42:09.512430;verarbeitet
1933;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;9;3;1;2025-11-27 05:48:03.731195;verarbeitet
33;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;10;SE |O;5;2025-11-27 05:42:09.512433;verarbeitet
1934;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;10;SE |O;5;2025-11-27 05:48:03.731199;verarbeitet
34;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;11;Pas) N;6;2025-11-27 05:42:09.512436;verarbeitet
1935;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;11;Pas) N;6;2025-11-27 05:48:03.731202;verarbeitet
35;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;12;S [3 | ı *F „a;14;2025-11-27 05:42:09.512438;verarbeitet
1936;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;12;S [3 | ı *F „a;14;2025-11-27 05:48:03.731206;verarbeitet
36;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;13;go sus TI | Sau 88;18;2025-11-27 05:42:09.512441;verarbeitet
1937;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;13;go sus TI | Sau 88;18;2025-11-27 05:48:03.731211;verarbeitet
37;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;14;Ss R x |. | Ran zu;18;2025-11-27 05:42:09.512444;verarbeitet
1938;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;14;Ss R x |. | Ran zu;18;2025-11-27 05:48:03.731214;verarbeitet
38;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;15;3 SE S;6;2025-11-27 05:42:09.512446;verarbeitet
1939;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;15;3 SE S;6;2025-11-27 05:48:03.731216;verarbeitet
39;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;16;= ar 3 | Se SR;14;2025-11-27 05:42:09.512449;verarbeitet
1940;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;16;= ar 3 | Se SR;14;2025-11-27 05:48:03.731219;verarbeitet
40;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;17;S 2 „| 358 SER;14;2025-11-27 05:42:09.512451;verarbeitet
1941;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;17;S 2 „| 358 SER;14;2025-11-27 05:48:03.731262;verarbeitet
41;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;18;= le \s SRPPEER;15;2025-11-27 05:42:09.512454;verarbeitet
1942;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;18;= le \s SRPPEER;15;2025-11-27 05:48:03.731267;verarbeitet
42;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;19;SDIS CH;7;2025-11-27 05:42:09.512457;verarbeitet
1943;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;19;SDIS CH;7;2025-11-27 05:48:03.731270;verarbeitet
43;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;20;1 DE: SBESOESS;14;2025-11-27 05:42:09.512460;verarbeitet
1944;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;20;1 DE: SBESOESS;14;2025-11-27 05:48:03.731273;verarbeitet
44;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;21;r al EBSSSHSS;13;2025-11-27 05:42:09.512462;verarbeitet
1945;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;21;r al EBSSSHSS;13;2025-11-27 05:48:03.731276;verarbeitet
45;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;22;3 za Su;7;2025-11-27 05:42:09.512465;verarbeitet
1946;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;22;3 za Su;7;2025-11-27 05:48:03.731279;verarbeitet
46;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;23;=: HE ge ı Lee me};18;2025-11-27 05:42:09.512467;verarbeitet
1947;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;23;=: HE ge ı Lee me};18;2025-11-27 05:48:03.731282;verarbeitet
47;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;24;SI j :;6;2025-11-27 05:42:09.512470;verarbeitet
1948;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;24;SI j :;6;2025-11-27 05:48:03.731284;verarbeitet
48;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;25;z * BEESS 2.;12;2025-11-27 05:42:09.512473;verarbeitet
1949;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;25;z * BEESS 2.;12;2025-11-27 05:48:03.731288;verarbeitet
49;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;26;S , ‚eh HEHE 3 S E & Ei;23;2025-11-27 05:42:09.512476;verarbeitet
1950;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;26;S , ‚eh HEHE 3 S E & Ei;23;2025-11-27 05:48:03.731292;verarbeitet
50;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;27;z mx KRSEE F;12;2025-11-27 05:42:09.512479;verarbeitet
1951;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;27;z mx KRSEE F;12;2025-11-27 05:48:03.731296;verarbeitet
51;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;28;= i ri ö;8;2025-11-27 05:42:09.512481;verarbeitet
1952;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;28;= i ri ö;8;2025-11-27 05:48:03.731300;verarbeitet
52;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;29;nl pi & FH: RN 3 2;18;2025-11-27 05:42:09.512484;verarbeitet
1953;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;29;nl pi & FH: RN 3 2;18;2025-11-27 05:48:03.731303;verarbeitet
53;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;30;z mit PER eo 8 2 8;18;2025-11-27 05:42:09.512486;verarbeitet
1954;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;30;z mit PER eo 8 2 8;18;2025-11-27 05:48:03.731307;verarbeitet
54;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;31;N „| ER 5 3 33;14;2025-11-27 05:42:09.512489;verarbeitet
1955;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;31;N „| ER 5 3 33;14;2025-11-27 05:48:03.731311;verarbeitet
55;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;32;er f BSR sg RN A;16;2025-11-27 05:42:09.512492;verarbeitet
1956;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;32;er f BSR sg RN A;16;2025-11-27 05:48:03.731315;verarbeitet
56;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;33;: ul SS & 28:85;15;2025-11-27 05:42:09.512494;verarbeitet
1957;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;33;: ul SS & 28:85;15;2025-11-27 05:48:03.731319;verarbeitet
57;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;34;= Mur ® $3 Ei :;15;2025-11-27 05:42:09.512497;verarbeitet
1958;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;34;= Mur ® $3 Ei :;15;2025-11-27 05:48:03.731323;verarbeitet
58;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;35;B =. KE-RIe 3;13;2025-11-27 05:42:09.512500;verarbeitet
1959;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;35;B =. KE-RIe 3;13;2025-11-27 05:48:03.731328;verarbeitet
59;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;36;rg ss Ä h gSanass S28s8;23;2025-11-27 05:42:09.512503;verarbeitet
1960;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;36;rg ss Ä h gSanass S28s8;23;2025-11-27 05:48:03.731330;verarbeitet
60;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;37;BE RE:;6;2025-11-27 05:42:09.512505;verarbeitet
1961;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;37;BE RE:;6;2025-11-27 05:48:03.731333;verarbeitet
61;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;38;ZHONYE — SERIT RER;18;2025-11-27 05:42:09.512508;verarbeitet
1962;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;38;ZHONYE — SERIT RER;18;2025-11-27 05:48:03.731336;verarbeitet
62;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;39;RSSERE 233;10;2025-11-27 05:42:09.512510;verarbeitet
1963;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;39;RSSERE 233;10;2025-11-27 05:48:03.731338;verarbeitet
63;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;40;nern] Ir KH SESsssEBase;23;2025-11-27 05:42:09.512513;verarbeitet
1964;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;40;nern] Ir KH SESsssEBase;23;2025-11-27 05:48:03.731341;verarbeitet
64;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;41;;0;2025-11-27 05:42:09.512516;verarbeitet
1965;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_03.jpf;OCR;-;41;;0;2025-11-27 05:48:03.731344;verarbeitet
65;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;1;Samstag, der 16.09.2023;23;2025-11-27 05:42:10.265083;verarbeitet
1966;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;1;Samstag, der 16.09.2023;23;2025-11-27 05:48:04.472262;verarbeitet
66;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;2;Re. 1 JM 1x BLKIbis ill Sa 09:00;32;2025-11-27 05:42:10.275407;verarbeitet
1967;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;2;Re. 1 JM 1x BLKIbis ill Sa 09:00;32;2025-11-27 05:48:04.472870;verarbeitet
